sample,library,date,fastq_R1,notes
LibA-250514-NipahF-CHO-bEFNB2-1,LibA,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibA-250514-NipahF-CHO-bEFNB2-1_S1_R1_001.fastq.gz,
LibA-250514-NipahF-CHO-bEFNB2-2,LibA,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibA-250514-NipahF-CHO-bEFNB2-2_S2_R1_001.fastq.gz,
LibB-250514-NipahF-CHO-bEFNB2-1,LibB,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibB-250514-NipahF-CHO-bEFNB2-1_S3_R1_001.fastq.gz,
LibB-250514-NipahF-CHO-bEFNB2-2,LibB,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibB-250514-NipahF-CHO-bEFNB2-2_S4_R1_001.fastq.gz,
LibB-250514-NipahF-VSV-CHO-1,LibB,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibB-250514-NipahF-VSV-CHO-1_S5_R1_001.fastq.gz,
LibB-250514-NipahF-VSV-CHO-2,LibB,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibB-250514-NipahF-VSV-CHO-2_S6_R1_001.fastq.gz,
LibB-250514-NipahF-CHO-bEFNB2-3,LibB,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibB-250514-NipahF-CHO-bEFNB2-3_S7_R1_001.fastq.gz,
LibB-250514-NipahF-CHO-bEFNB2-4,LibB,5/14/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250517_VH00699_565_AAGYN2HM5/Unaligned/Project_blarsen/LibB-250514-NipahF-CHO-bEFNB2-4_S8_R1_001.fastq.gz,
LibA-250605-NipahF-CHO-bEFNB3-NAC,LibA,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibA-250605-NipahF-CHO-bEFNB3-NAC_S1_R1_001.fastq.gz,
LibA-250605-NipahF-CHO-bEFNB3-1F2-700,LibA,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibA-250605-NipahF-CHO-bEFNB3-1F2-700_S2_R1_001.fastq.gz,
LibA-250605-NipahF-CHO-bEFNB3-1F2-1600,LibA,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibA-250605-NipahF-CHO-bEFNB3-1F2-1600_S3_R1_001.fastq.gz,
LibA-250605-NipahF-CHO-bEFNB3-1F2-2300,LibA,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibA-250605-NipahF-CHO-bEFNB3-1F2-2300_S4_R1_001.fastq.gz,
LibA-250605-NipahF-CHO-bEFNB3-1F2-4500,LibA,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibA-250605-NipahF-CHO-bEFNB3-1F2-4500_S5_R1_001.fastq.gz,
LibB-250605-NipahF-CHO-bEFNB3-NAC,LibB,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibB-250605-NipahF-CHO-bEFNB3-NAC_S6_R1_001.fastq.gz,
LibB-250605-NipahF-CHO-bEFNB3-1F2-700,LibB,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibB-250605-NipahF-CHO-bEFNB3-1F2-700_S7_R1_001.fastq.gz,
LibB-250605-NipahF-CHO-bEFNB3-1F2-1600,LibB,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibB-250605-NipahF-CHO-bEFNB3-1F2-1600_S8_R1_001.fastq.gz,
LibB-250605-NipahF-CHO-bEFNB3-1F2-2300,LibB,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibB-250605-NipahF-CHO-bEFNB3-1F2-2300_S9_R1_001.fastq.gz,
LibB-250605-NipahF-CHO-bEFNB3-1F2-4500,LibB,6/5/25,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/250606_VH00699_568_AAH3GLTM5/Unaligned/Project_blarsen/LibB-250605-NipahF-CHO-bEFNB3-1F2-4500_S10_R1_001.fastq.gz,
